"","avg_type","id","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier","overall_ecr","pos_ecr","sd_ecr","adp","adp_sd","adp_diff","aav","aav_sd","uncertainty","first_name","last_name","team","position","age","exp","scoring_type"
"5145","robust","15344","TE",18.05,3.92889,0.0500000000000007,13.565,29.235,-84.65,-76.7566666666667,-91.94,373,364,379,87,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John","Bates","WAS","TE",29,-1,"Non-PPR"
"5146","robust","17660","TE",18,1.03782,0.175000000000001,17.37,18.63,-84.7,-72.9516666666667,-102.545,375,326,419,88,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bauer","Sharp","TBB","TE",23,-6,"Non-PPR"
"5147","robust","16647","TE",17.825,0.593039999999998,0.224999999999998,16.54,20.59,-84.875,-73.7816666666667,-100.585,377,334,410,89,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brevyn","Spann-Ford","DAL","TE",27,-4,"Non-PPR"
"5148","robust","15335","TE",17.6,6.81996,0.350000000000001,13.46,21.74,-85.1,-76.8616666666667,-99.435,379,365,405,90,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luke","Farrell","SFO","TE",29,-1,"Non-PPR"
"5149","robust","16312","TE",17.25,2.00151,0.0499999999999972,16.035,18.465,-85.45,-74.2866666666667,-102.71,380,337,420,91,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Josh","Whyle","GBP","TE",27,-3,"Non-PPR"
"5150","robust","14984","TE",17.2,16.3086,0.250000000000004,7.3,27.1,-85.5,-83.0216666666667,-94.075,381,404,387,92,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie","Woerner","ATL","TE",29,0,"Non-PPR"
"5151","robust","16474","TE",16.95,3.26172,0.449999999999999,11.72,27.38,-85.75,-78.6016666666667,-93.795,382,377,386,93,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nate","Adkins","DEN","TE",27,-3,"Non-PPR"
"5152","robust","17699","TE",16.5,NA,0.100000000000001,16.5,16.5,-86.2,-73.8216666666667,-104.675,383,335,426,94,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dallen","Bentley","DEN","TE",26,-6,"Non-PPR"
"5153","robust","15334","TE",16.4,6.6717,0.599999999999998,12.35,20.45,-86.3,-77.9716666666667,-100.725,384,373,412,95,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunter","Long","JAC","TE",28,-1,"Non-PPR"
"5154","robust","16646","TE",15.8,NA,0.0999999999999996,15.8,15.8,-86.9,-74.5216666666667,-105.375,388,340,431,96,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaheim","Bell","PIT","TE",25,-4,"Non-PPR"
"5155","robust","17419","TE",15.7,NA,0.0999999999999996,15.7,15.7,-87,-74.6216666666667,-105.475,389,341,432,97,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keleki","Latu","BUF","TE",NA,-5,"Non-PPR"
"5156","robust","17651","TE",15.7,NA,0,15.7,15.7,-87,-74.6216666666667,-105.475,389,341,432,97,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Josh","Cuevas","BAL","TE",23,-6,"Non-PPR"
"5157","robust","17681","TE",15.6,NA,0.150000000000002,15.6,15.6,-87.1,-74.7216666666667,-105.575,390,343,434,98,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaren","Kanak","TEN","TE",22,-6,"Non-PPR"
"5158","robust","16113","TE",15.45,0.66717,0.0500000000000007,15.045,15.855,-87.25,-75.2766666666667,-105.32,391,351,430,99,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","Smartt","PHI","TE",28,-2,"Non-PPR"
"5159","robust","16831","TE",15.4,NA,0.0999999999999979,15.4,15.4,-87.3,-74.9216666666667,-105.775,392,345,436,100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David","Martin-Robinson","TEN","TE",27,-4,"Non-PPR"
"5160","robust","13675","TE",15.3,3.7065,0.0250000000000021,13.05,17.55,-87.4,-77.2716666666667,-103.625,395,370,422,101,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyler","Conklin","DET","TE",31,2,"Non-PPR"
"5161","robust","17567","TE",15.275,7.56126,0.0749999999999975,4.38,22.29,-87.425,-85.9416666666667,-98.885,396,425,402,102,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oscar","Delp","NOS","TE",23,-6,"Non-PPR"
"5162","robust","13676","TE",15.2,0,0.100000000000001,15.2,15.2,-87.5,-75.1216666666667,-105.975,397,347,438,103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Durham","Smythe","BAL","TE",31,2,"Non-PPR"
"5163","robust","15970","TE",15.1,NA,0.0749999999999975,15.1,15.1,-87.6,-75.2216666666667,-106.075,398,349,439,104,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lucas","Krull","DEN","TE",28,-2,"Non-PPR"
"5164","robust","16249","TE",15.1,NA,0,15.1,15.1,-87.6,-75.2216666666667,-106.075,398,349,439,104,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zack","Kuntz","FA","TE",27,-3,"Non-PPR"
"5165","robust","17547","TE",15.025,11.04537,0.225000000000001,3.83,49.64,-87.675,-86.4916666666667,-71.535,399,434,315,105,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max","Klare","LAR","TE",23,-6,"Non-PPR"
"5166","robust","15803","TE",14.8,NA,0.275,14.8,14.8,-87.9,-75.5216666666667,-106.375,400,354,441,106,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cole","Turner","MIA","TE",26,-2,"Non-PPR"
"5167","robust","17549","TE",14.525,6.67169999999999,0.200000000000001,4.3,20.95,-88.175,-86.0216666666667,-100.225,402,427,409,107,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","Roush","CHI","TE",23,-6,"Non-PPR"
"5168","robust","17655","TE",14.325,13.19514,0.225,5.08,22.81,-88.375,-85.2416666666667,-98.365,404,421,398,108,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seydou","Traore","MIA","TE",24,-6,"Non-PPR"
"5169","robust","15909","TE",14.1,5.04084,0.15,11.04,17.16,-88.6,-79.2816666666667,-104.015,406,381,425,109,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"James","Mitchell","CAR","TE",27,-2,"Non-PPR"
"5170","robust","17548","TE",13.95,6.52344,0.349999999999998,3.36,20.46,-88.75,-86.9616666666667,-100.715,407,441,411,110,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Justin","Joly","DEN","TE",22,-6,"Non-PPR"
"5171","robust","13678","TE",13.6,NA,0.25,13.6,13.6,-89.1,-76.7216666666667,-107.575,410,363,448,111,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ian","Thomas","LVR","TE",30,2,"Non-PPR"
"5172","robust","16796","TE",13.35,15.49317,1.25,3.945,22.755,-89.35,-86.3766666666667,-98.42,411,432,399,112,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Devin","Culp","TBB","TE",26,-4,"Non-PPR"
"5173","robust","15925","TE",12.1,3.7065,0.600000000000001,9.85,14.35,-90.6,-80.4716666666667,-106.825,418,389,443,113,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John","FitzPatrick","GBP","TE",26,-2,"Non-PPR"
"5174","robust","16706","TE",11.5,NA,0.0999999999999996,11.5,11.5,-91.2,-78.8216666666667,-109.675,422,379,450,114,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tip","Reiman","ARI","TE",25,-4,"Non-PPR"
"5175","robust","15419","TE",11.4,6.96822,0.0999999999999996,7.17,15.63,-91.3,-83.1516666666667,-105.545,424,406,433,115,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kylen","Granson","TEN","TE",28,-1,"Non-PPR"
"5176","robust","16425","TE",11.3,NA,0.4,11.3,11.3,-91.4,-79.0216666666667,-109.875,425,380,452,116,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Julian","Hill","NEP","TE",26,-3,"Non-PPR"
"5177","robust","12955","TE",10.9,5.33736,0.85,7.66,14.14,-91.8,-82.6616666666667,-107.035,427,399,445,117,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris","Manhertz","NYG","TE",34,4,"Non-PPR"
"5178","robust","16220","TE",10.05,12.67623,0.65,2.355,17.745,-92.65,-87.9666666666667,-103.43,430,450,421,118,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Will","Mallory","IND","TE",27,-3,"Non-PPR"
"5179","robust","17644","TE",9.4,8.8956,0.0999999999999996,4,14.8,-93.3,-86.3216666666667,-106.375,432,431,441,119,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanner","Koziol","JAC","TE",23,-6,"Non-PPR"
"5180","robust","16979","TE",9.3,NA,0.149999999999999,9.3,9.3,-93.4,-81.0216666666667,-111.875,433,392,456,120,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cam","Grandy","CIN","TE",27,-4,"Non-PPR"
"5181","robust","15840","TE",9.15,13.41753,0.300000000000002,1.005,17.295,-93.55,-89.3166666666667,-103.88,434,457,423,121,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jelani","Woods","NYJ","TE",28,-2,"Non-PPR"
"5182","robust","17566","TE",8.85,9.26625,3.25,3.225,14.475,-93.85,-87.0966666666667,-106.7,435,442,442,122,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe","Royer","CLE","TE",24,-6,"Non-PPR"
"5183","robust","13994","TE",5.6,NA,0.7,5.6,5.6,-97.1,-84.7216666666667,-115.575,444,418,465,123,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pharaoh","Brown","ARI","TE",32,3,"Non-PPR"
"5184","robust","17375","TE",4.9,NA,0.7,4.9,4.9,-97.8,-85.4216666666667,-116.275,448,423,466,124,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zaire","Mitchell-Paden","NOS","TE",NA,-5,"Non-PPR"
"5185","robust","13315","TE",4.2,NA,0.0999999999999996,4.2,4.2,-98.5,-86.1216666666667,-116.975,449,428,469,125,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eric","Saubert","SEA","TE",32,3,"Non-PPR"
"5186","robust","17285","TE",4.1,NA,1,4.1,4.1,-98.6,-86.2216666666667,-117.075,451,430,470,126,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben","Yurosek","MIN","TE",24,-5,"Non-PPR"
"5187","robust","13940","TE",3.1,NA,0.3,3.1,3.1,-99.6,-87.2216666666667,-118.075,454,444,472,127,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnny","Mundt","PHI","TE",32,3,"Non-PPR"
"5188","robust","16447","TE",2.8,NA,0.1,2.8,2.8,-99.9,-87.5216666666667,-118.375,455,446,475,128,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Travis","Vokolek","ARI","TE",28,-3,"Non-PPR"
"5189","robust","17259","TE",2.7,NA,0.3,2.7,2.7,-100,-87.6216666666667,-118.475,456,447,476,129,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moliki","Matavao","NOS","TE",23,-5,"Non-PPR"
"5190","robust","13427","TE",2.4,NA,0.6,2.4,2.4,-100.3,-87.9216666666667,-118.775,458,449,478,130,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robert","Tonyan","PIT","TE",32,3,"Non-PPR"
"5191","robust","17641","TE",1.8,NA,0.4,1.8,1.8,-100.9,-88.5216666666667,-119.375,462,453,480,131,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Max","Bredeson","MIN","TE",24,-6,"Non-PPR"
"5192","robust","16093","TE",1.4,NA,0.4,1.4,1.4,-101.3,-88.9216666666667,-119.775,464,454,482,132,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-PPR"
"5193","robust","14060","TE",1,NA,0.4,1,1,-101.7,-89.3216666666667,-120.175,466,458,485,133,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyree","Jackson","WAS","TE",29,1,"Non-PPR"
"5194","robust","16898","TE",0.6,NA,0.2,0.6,0.6,-102.1,-89.7216666666667,-120.575,470,460,487,134,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colson","Yankoff","WAS","TE",26,-4,"Non-PPR"
"5195","robust","16839","TE",0.4,NA,0.1,0.4,0.4,-102.3,-89.9216666666667,-120.775,471,463,490,135,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jack","Westover","NEP","TE",27,-4,"Non-PPR"
"5196","robust","15244","TE",0.3,NA,0,0.3,0.3,-102.4,-90.0216666666667,-120.875,473,466,491,136,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feleipe","Franks","CAR","TE",29,-1,"Non-PPR"
"5197","robust","16648","TE",0.3,NA,0,0.3,0.3,-102.4,-90.0216666666667,-120.875,473,466,491,136,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jared","Wiley","KCC","TE",26,-4,"Non-PPR"
"5198","robust","16940","TE",0.3,NA,0,0.3,0.3,-102.4,-90.0216666666667,-120.875,473,466,491,136,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blake","Whiteheart","CLE","TE",26,-3,"Non-PPR"
"5199","robust","0532","DST",128.95,13.71405,7.02499999999999,110.625,147.425,12.045,4.0625,9.39249999999998,79,90,79,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houston","Texans","HOU","DST",NA,50,"Non-PPR"
"5200","robust","0511","DST",121.925,12.476079,5.02,106.5625,138.0325,5.02,0,0,90,103,103,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Broncos","DEN","DST",NA,50,"Non-PPR"
"5201","robust","0515","DST",116.905,14.75187,0.0150000000000006,102.0625,145.175,0,-4.5,7.14249999999998,102,116,84,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seattle","Seahawks","SEA","DST",NA,50,"Non-PPR"
"5202","robust","0510","DST",116.89,7.249914,5.49,107.725,126.97,-0.0150000000000006,1.16249999999999,-11.0625,103,100,134,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Steelers","PIT","DST",NA,50,"Non-PPR"
"5203","robust","0528","DST",111.4,11.8608,0.200000000000003,100.6875,121.7875,-5.505,-5.875,-16.245,119,121,155,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles","Rams","LAR","DST",NA,50,"Non-PPR"
"5204","robust","0524","DST",111.2,2.52042,1.2,103.875,131.2,-5.705,-2.6875,-6.83249999999998,121,109,122,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota","Vikings","MIN","DST",NA,50,"Non-PPR"
"5205","robust","0501","DST",110,10.267005,0.819999999999993,96.5875,130.0725,-6.905,-9.97499999999999,-7.96000000000001,123,130,127,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Buffalo","Bills","BUF","DST",NA,50,"Non-PPR"
"5206","robust","0514","DST",109.18,4.52193,0.180000000000007,103.05,124.115,-7.72499999999999,-3.5125,-13.9175,129,113,150,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles","Chargers","LAC","DST",NA,50,"Non-PPR"
"5207","robust","0518","DST",109,17.49468,1.05,95.6,136.16,-7.905,-10.9625,-1.8725,130,135,108,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philadelphia","Eagles","PHI","DST",NA,50,"Non-PPR"
"5208","robust","0507","DST",107.95,13.49166,0.760000000000005,95.4,120.04,-8.955,-11.1625,-17.9925,134,136,161,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleveland","Browns","CLE","DST",NA,50,"Non-PPR"
"5209","robust","0522","DST",107.19,8.806644,0.289999999999992,98.0625,125.7075,-9.715,-8.5,-12.325,137,126,142,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Detroit","Lions","DET","DST",NA,50,"Non-PPR"
"5210","robust","0521","DST",106.9,12.45384,1.15000000000001,93.28,117,-10.005,-13.2825,-21.0325,139,145,171,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Bears","CHI","DST",NA,50,"Non-PPR"
"5211","robust","0531","DST",105.75,13.3434,2.5,94.78,118.4,-11.155,-11.7825,-19.6325,143,141,164,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baltimore","Ravens","BAL","DST",NA,50,"Non-PPR"
"5212","robust","0509","DST",103.25,4.10186000000002,0.25,99.4833333333333,107.173333333333,-13.655,-7.07916666666667,-30.8591666666667,152,123,206,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacksonville","Jaguars","JAC","DST",NA,50,"Non-PPR"
"5213","robust","0523","DST",103,20.7564,0.450000000000003,83.32,125.64,-13.905,-23.2425,-12.3925,153,174,143,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay","Packers","GBP","DST",NA,50,"Non-PPR"
"5214","robust","0529","DST",102.55,8.30255999999999,0.100000000000009,94.8,118.38,-14.355,-11.7625,-19.6525,154,140,165,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","Saints","NOS","DST",NA,50,"Non-PPR"
"5215","robust","0504","DST",102.45,17.00048,0.658333333333317,89.2533333333333,117.4,-14.455,-17.3091666666667,-20.6325,155,156,169,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New England","Patriots","NEP","DST",NA,50,"Non-PPR"
"5216","robust","0508","DST",101.791666666667,13.44224,0.566666666666677,80.92,113.236666666667,-15.1133333333333,-25.6425,-24.7958333333333,158,182,182,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee","Titans","TEN","DST",NA,50,"Non-PPR"
"5217","robust","0526","DST",101.225,6.26398499999999,1.72499999999999,91.325,120.2875,-15.68,-15.2375,-17.745,161,150,159,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Falcons","ATL","DST",NA,50,"Non-PPR"
"5218","robust","0525","DST",99.5,11.56428,0.325000000000017,88.36,108.4,-17.405,-18.2025,-29.6325,167,159,201,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tampa Bay","Buccaneers","TBB","DST",NA,50,"Non-PPR"
"5219","robust","0520","DST",99.175,29.42961,0.174999999999983,75.12,122.52,-17.73,-31.4425,-15.5125,169,199,154,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington","Commanders","WAS","DST",NA,50,"Non-PPR"
"5220","robust","0506","DST",99,10.3782,1,90.64,113.28,-17.905,-15.9225,-24.7525,170,153,181,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cincinnati","Bengals","CIN","DST",NA,50,"Non-PPR"
"5221","robust","0517","DST",98,7.85778,0.5,86.54,126.78,-18.905,-20.0225,-11.2525,173,166,137,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York","Giants","NYG","DST",NA,50,"Non-PPR"
"5222","robust","0502","DST",97.5,10.3782,0.899999999999991,84.32,105.4,-19.405,-22.2425,-32.6325,174,171,212,24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Colts","IND","DST",NA,50,"Non-PPR"
"5223","robust","0516","DST",96.6,18.97728,1.5,68.44,123.2,-20.305,-38.1225,-14.8325,176,212,152,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dallas","Cowboys","DAL","DST",NA,50,"Non-PPR"
"5224","robust","0512","DST",95.1,19.12554,0.433333333333351,80.84,108.9,-21.805,-25.7225,-29.1325,182,183,198,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas City","Chiefs","KCC","DST",NA,50,"Non-PPR"
"5225","robust","0519","DST",94.6666666666667,20.21278,1.66666666666666,78.32,110.853333333333,-22.2383333333333,-28.2425,-27.1791666666667,184,190,192,27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","Cardinals","ARI","DST",NA,50,"Non-PPR"
"5226","robust","0527","DST",93,2.29803,0.0999999999999943,80.16,99.23,-23.905,-26.4025,-38.8025,190,185,228,28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carolina","Panthers","CAR","DST",NA,50,"Non-PPR"
"5227","robust","0503","DST",92.9,20.31162,0.733333333333348,73.44,112.24,-24.005,-33.1225,-25.7925,191,202,188,29,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Dolphins","MIA","DST",NA,50,"Non-PPR"
"5228","robust","0505","DST",92.1666666666667,34.29748,0.0666666666666629,67.24,114.413333333333,-24.7383333333333,-39.3225,-23.6191666666667,194,216,178,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York","Jets","NYJ","DST",NA,50,"Non-PPR"
"5229","robust","0513","DST",92.1,13.73876,1.09999999999999,75.98,107.566666666667,-24.805,-30.5825,-30.4658333333333,195,196,205,31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Las Vegas","Raiders","LVR","DST",NA,50,"Non-PPR"
"5230","robust","0530","DST",91,21.34944,0,60.04,111.64,-25.905,-46.5225,-26.3925,198,237,191,32,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","49ers","SFO","DST",NA,50,"Non-PPR"
"5231","robust","16414","K",169.835990882554,4.23983403794596,2.95283251151346,163.553216216216,179.9651,22.320939270957,26.8647057888768,18.0525527458493,59,56,62,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon","Aubrey","DAL","K",31,-3,"Non-PPR"
"5232","robust","12860","K",166.883158371041,11.696679677167,4.51361392412269,155.888027442601,179.471,19.3681067594435,19.1995170152615,17.5584527458493,66,67,67,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ka'imi","Fairbairn","HOU","K",32,4,"Non-PPR"
"5233","robust","15979","K",162.369544446918,2.09873663688094,0.871118245699904,136.688510427339,166.223295384615,14.8544928353208,0,4.31074813046467,76,103,89,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cameron","Dicker","LAC","K",26,-2,"Non-PPR"
"5234","robust","12437","K",161.498426201218,13.0159918868486,9.70642334607891,146.40669104084,182.71537171667,13.9833745896209,9.71818061350055,20.8028244625197,78,81,57,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jason","Myers","SEA","K",35,6,"Non-PPR"
"5235","robust","16680","K",151.792002855139,3.67924840000002,3.08627452293092,143.35038431677,162.772680969495,4.27695124354202,6.66187388943072,0.860133715344404,92,84,100,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cam","Little","JAC","K",23,-4,"Non-PPR"
"5236","robust","17222","K",148.705728332208,11.1258853183756,0.957159819846709,133.400355373492,161.912547254151,1.19067672061109,-3.28815505384756,0,99,112,103,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyler","Loop","BAL","K",25,-5,"Non-PPR"
"5237","robust","13354","K",147.748568512362,2.43976107040621,0.233516900764386,131.05820185134,154.345426499033,0.233516900764386,-5.63030857599929,-7.5671207551178,100,120,125,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harrison","Butker","KCC","K",31,3,"Non-PPR"
"5238","robust","16846","K",147.515051611597,5.94836025866469,0.819279462033961,139.07840540135,158.770679819955,0,2.3898949740109,-3.14186743419572,102,92,110,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jake","Bates","DET","K",27,-3,"Non-PPR"
"5239","robust","14717","K",146.695772149563,2.50825151933362,0.378503498769589,131.88502622572,155.143877725216,-0.819279462033961,-4.80348420161906,-6.76866952893474,106,117,121,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chase","McLaughlin","TBB","K",30,1,"Non-PPR"
"5240","robust","12956","K",146.317268650794,5.23075584091397,2.49646078878857,138.554206451613,153.151839388783,-1.19778296080355,1.86569602427346,-8.76070786536775,107,97,128,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wil","Lutz","DEN","K",32,4,"Non-PPR"
"5241","robust","16681","K",143.820807862005,5.6651879542464,0.889402617752239,138.736072816986,156.265,-3.69424374959212,2.0475623896462,-5.64754725415068,112,95,117,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Will","Reichard","MIN","K",25,-4,"Non-PPR"
"5242","robust","16843","K",142.931405244253,13.4998228206897,0.953090075574664,124.306146081767,157.461617241379,-4.58364636734436,-12.3823643455726,-4.45093001277138,113,144,114,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harrison","Mevis","LAR","K",24,-4,"Non-PPR"
"5243","robust","13719","K",141.978315168678,8.84120841846118,1.92282302871877,116.89356884813,149.351558093063,-5.53673644291902,-19.7949415792093,-12.5609891610876,120,165,144,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eddy","Pineiro","SFO","K",31,2,"Non-PPR"
"5244","robust","16444","K",140.055492139959,6.06476250456387,0.106227152714553,132.689490998986,163.27399606998,-7.45955947163779,-3.99901942835365,1.36144881582902,126,114,97,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blake","Grupe","IND","K",28,-3,"Non-PPR"
"5245","robust","11945","K",139.949264987245,9.11254103526789,0.753201675105345,124.641100336022,155.616777487245,-7.56578662435234,-12.0474100913179,-6.29576976690581,127,143,120,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cairo","Santos","CHI","K",35,6,"Non-PPR"
"5246","robust","14983","K",139.19606331214,3.87555065505525,0.921532191807586,107.9965,142.73150525378,-8.31898829945769,-28.6920104273394,-19.181042000371,132,193,162,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyler","Bass","BUF","K",29,0,"Non-PPR"
"5247","robust","17424","K",138.274531120332,3.805684658361,0.722863577297659,118.495381189488,149.753624700987,-9.24052049126527,-18.1931292378512,-12.158922553164,136,158,141,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charlie","Smyth","NOS","K",25,-4,"Non-PPR"
"5248","robust","15368","K",137.551667543034,11.3169203577847,0.524305540657565,111.0972810926,152.230110196129,-9.96338406856293,-25.5912293347397,-9.68243705802178,138,181,131,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evan","McPherson","CIN","K",27,-1,"Non-PPR"
"5249","robust","17668","K",137.027362002377,6.49695018155076,0.448823818174844,99.0798,156.428936244801,-10.4876896092205,-37.6087104273394,-5.48361100934974,141,210,116,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trey","Smack","GBP","K",23,-6,"Non-PPR"
"5250","robust","17220","K",136.578538184202,7.63958912069812,1.29832894774867,124.727412118977,146.8117432989,-10.9365134273953,-11.9610983083621,-15.1008039552503,142,142,153,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andres","Borregales","NEP","K",24,-5,"Non-PPR"
"5251","robust","8851","K",135.280209236453,10.4816428117631,0.523191341154046,113.828153694581,163.167789304915,-12.234842375144,-22.8603567327582,1.25524205076479,144,173,99,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nick","Folk","ATL","K",42,13,"Non-PPR"
"5252","robust","13303","K",134.757017895299,6.75623473157053,0.291313128235231,127.35,141.314110338446,-12.7580337162981,-9.33851042733944,-20.5984369157044,146,129,168,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jake","Elliott","PHI","K",31,3,"Non-PPR"
"5253","robust","16286","K",134.465704767064,3.51638751239616,0.234432519240073,107.988965962441,137.415454239325,-13.0493468445333,-28.6995444648981,-24.4970930148259,147,194,180,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jake","Moody","WAS","K",27,-3,"Non-PPR"
